Probeset_ID	Gene_Title	Gene_Symbol	ENTREZ_GENE_ID	RefSeq_Transcript_ID
1385999_at	YME1-like 1 (S. cerevisiae)	Yme1l1	114217	NM_053682
1386002_at			NaN	
1386003_at	mortality factor 4 like 1	Morf4l1	300891	NM_001011999
1386004_s_at	mortality factor 4 like 1	Morf4l1	300891	NM_001011999
1386005_at	TBK1 binding protein 1	Tbkbp1	266764	NM_172021
1386006_at	La ribonucleoprotein domain family, member 7	Larp7	686883	NM_001044290
1386008_at	polymerase (RNA) III (DNA directed) polypeptide F	Polr3f	311487	NM_001107784
1386009_at	colony stimulating factor 3 receptor (granulocyte)	Csf3r	298518	NM_001106685
1386012_at			NaN	
1386013_at	hypothetical protein LOC100359753	LOC100359753	100359753	XM_002728666
1386016_at	heat shock protein family B (small), member 11	Hspb11	685284	NM_001131002
1386018_at			NaN	
1386022_at			NaN	
10308065052135_ a/t/   p r o t e i n   b i n d i n g   / /   i n f e r r e d   f r o m   p h y s i c a l   i n t e r a c t i o n   / / /   0 0 0 5 5 1 5   / /   p r o t e i n   b i n d i n g   / /   n o t   r e c o r d e d   / / /   0 0 0 5 5 1 5   / /   p r o t e i n   b i n d i n g   / /   i n f e r r e d   f r o m   e l e c t r o n i c   a n n o t a t i o n	leucine-rich, glioma inactivated 1 /// leucine-rich glioma-inactivated protein 1-like	Lgi1 /// LOC100361792	100361792	/// 252892
1386026_at			NaN	
1386027_at	retinitis pigmentosa 2 homolog (human)	Rp2	367714	NM_001109012
1386029_at			NaN	
1386031_at	Protein kinase D3	Prkd3	313834	NM_001024263
1386032_at	protein kinase D3	Prkd3	313834	NM_001024263
1386035_at			NaN	
1386037_at			NaN	
1386038_x_at			NaN	
1386039_x_at			NaN	
1386040_at	Kruppel-like factor 2 (lung)	Klf2	306330	NM_001007684
1386041_a_at	Kruppel-like factor 2 (lung)	Klf2	306330	NM_001007684
1386042_at			NaN	
1386043_at			NaN	
1386045_at			NaN	
1386047_at	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 13 (GalNAc-T13)	Galnt13	311039	NM_199106
1386049_at	potassium channel tetramerisation domain containing 4	Kctd4	691835	NM_001109650
1386051_at			NaN	
1386052_at	Interleukin 7 receptor	Il7r	294797	NM_001106418
1386053_at	Similar to RIKEN cDNA 1700025K23	RGD1564163	500554	NM_001109266
1386054_at	Complement component 1, q subcomponent-like 3	C1ql3	680404	NM_001109403
1386056_at			NaN	
1386057_at			NaN	
1386059_at	histone cluster 2, H2be	Hist2h2be	295274	XM_001061909 /// XM_227459
1386061_at			NaN	
1386062_at	Rho family GTPase 3	Rnd3	295588	NM_001007641
1386063_at	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 2	Dyrk2	314862	NM_001108100
1386064_at			NaN	
1386065_at	ankyrin repeat domain 57	Ankrd57	503306	NM_001109364
1386069_at	Sp2 transcription factor	Sp2	303499	NM_001107045
1386070_at	Transducin (beta)-like 1 X-linked receptor 1	Tbl1xr1	365755	NM_001108941
1386071_at			NaN	
1386073_at	Proteasome (prosome, macropain) 26S subunit, non-ATPase, 14	Psmd14	311078	NM_001025689
1386074_at	myc induced nuclear antigen	Mina	266670	NM_153309
1386075_at			NaN	
1386076_at			NaN	
1386077_at	Solute carrier family 35 (CMP-sialic acid transporter), member A1	Slc35a1	313139	NM_001107924
1386078_at	solute carrier family 35 (CMP-sialic acid transporter), member A1	Slc35a1	313139	NM_001107924
1386080_at	Hairy/enhancer-of-split related with YRPW motif 1	Hey1	155437	NM_001191845 /// XM_001057389 /// XM_342216
1386081_at	similar to TICAM-1	LOC363328	363328	XR_007893 /// XR_086352
1386083_at			NaN	
1386088_at	solute carrier family 25, member 46	Slc25a46	291709	NM_001100515
1386089_at			NaN	
1386090_at	similar to minichromosome maintenance protein 8 isoform 1	RGD1560557	499437	XR_007676 /// XR_086153
1386093_at	zinc finger protein 324	Zfp324	365192	XM_001055374 /// XM_344862
1386096_at	metal response element binding transcription factor 2	Mtf2	360905	NM_001100898
1386097_at	ankyrin repeat domain 12	Ankrd12	316775	NM_001108238
1386100_at	Meckel syndrome, type 1	Mks1	287612	NM_001034917
1386101_at	eosinophil peroxidase	Epx	303414	NM_001107037
1386102_at			NaN	
1386106_at	zinc finger, CCHC domain containing 24	Zcchc24	361104	NM_001108394
1386109_at			NaN	
1386111_at	Dolichyl-phosphate mannosyltransferase polypeptide 1, catalytic subunit	Dpm1	296394	NM_001106544
1386114_at	similar to integrator complex subunit 6 isoform a	LOC681665	681665	XM_002727691
1386115_at			NaN	
1386119_at	Hypothetical protein LOC689147	LOC689147	689147	XM_001056121 /// XM_001069739
1386120_at	Hypothetical protein LOC689147	LOC689147	689147	XM_001056121 /// XM_001069739
1386121_at	similar to hypothetical protein FLJ21127	RGD1566266	304486	NM_001177613 /// XR_009299 /// XR_085992
1386122_at	wingless-type MMTV integration site family, member 8B	Wnt8b	293990	NM_001106359
1386123_at			NaN	
1386125_at	homeo box B4	Hoxb4	497988	NM_001100787
1386128_at			NaN	
1386129_at	inhibitor of growth family, member 2	Ing2	290744	NM_001106083
1386132_at	similar to hypothetical protein MGC35130	RGD1565480	500511	XR_007925 /// XR_086261
1386134_at	Upstream binding protein 1 (LBP-1a)	Ubp1	301038	NM_001191819 /// XM_001076644 /// XM_002727141 /// XM_002729971 /// XM_238562
1386135_at			NaN	
1386138_at	RAS-like, estrogen-regulated, growth-inhibitor	Rerg	502916	XM_001072746 /// XM_578417
1386140_at			NaN	
1386141_at	zinc finger, CW-type with PWWP domain 1	Zcwpw1	304368	XM_001076305 /// XM_222057
1386142_at			NaN	
1386143_at	hypothetical LOC305552	RGD1309501	305552	NM_001127537
1386145_at			NaN	
1386148_at			NaN	
1386149_at			NaN	
1386152_at			NaN	
1386154_at	family with sequence similarity 135, member A	Fam135a	367235	NM_001134597
1386156_at			NaN	
1386158_at			NaN	
1386160_at	Trichohyalin	Tchh	310588	XM_001054694 /// XM_227373
1386162_at	TXK tyrosine kinase	Txk	305311	NM_001024255
1386164_at	Cell division cycle 2-like 5 (cholinesterase-related cell division controller)	Cdc2l5	306998	XM_001053539 /// XM_001053609 /// XM_225404
1386166_at	ATPase, H+ transporting, lysosomal V1 subunit G3	Atp6v1g3	289407	NM_001105991
1386168_at			NaN	
1386170_at			NaN	
1386172_at			NaN	
1386174_at			NaN	
1386176_at	family with sequence similarity 160, member B2	Fam160b2	306015	NM_001170474
1386178_at			NaN	
1386180_at	Transmembrane protein 179B	Tmem179b	690263	NM_001109572
1386181_at			NaN	
1386183_at			NaN	
1386185_at			NaN	
1386186_s_at			NaN	
1386188_s_at			NaN	
1386189_at			NaN	
1386191_a_at	lipoma HMGIC fusion partner-like 2	Lhfpl2	294643	NM_001106402
1386194_at	Family with sequence similarity 132, member A	Fam132a	313774	NM_001108000
1386195_x_at			NaN	
1386200_at			NaN	
1386203_at			NaN	
1386205_at	feline leukemia virus subgroup C cellular receptor family, member 2	Flvcr2	314323	NM_199109
1386208_at			NaN	
1386212_at	spectrin, alpha, erythrocytic 1 (elliptocytosis 2)	Spta1	289257	NM_001011908
1386215_at	geranylgeranyl diphosphate synthase 1	Ggps1	291211	NM_001007626
1386217_at	family with sequence similarity 179, member B	Fam179b	314169	XM_002726743 /// XM_234236
1386218_at			NaN	
1386220_at			NaN	
1386224_at			NaN	
1386226_at			NaN	
1386228_at			NaN	
1386229_at	corepressor interacting with RBPJ, 1	Cir1	362149	NM_001007799
1386230_at			NaN	
1386231_at	similar to RIKEN cDNA 9530003J23	RGD1306474	362881	NM_001108746
1386234_at			NaN	
1386237_at			NaN	
1386239_at	DMRT-like family A1	Dmrta1	313352	NM_001107945
1386241_at			NaN	
1386242_at			NaN	
1386245_at			NaN	
1386247_at	sorting nexin 25	Snx25	306471	XM_001061047 /// XM_224863
1386248_at			NaN	
1386250_at	Sorting nexin 12	Snx12	363478	NM_001108817
1386252_at			NaN	
1386253_at	Mediator complex subunit 4	Med4	306030	NM_001024256
1386254_at			NaN	
1386256_at			NaN	
1386257_at			NaN	
1386258_at	RNA-binding region (RNP1, RRM) containing 3	Rnpc3	691538	NM_001100810
1386259_a_at	similar to RIKEN cDNA 1110008J03	RGD1306772	288683	NM_001044226
10308060216419_ x/_/a tS N A R E   b i n d i n g   / /   i n f e r r e d   f r o m   d i r e c t   a s s a y   / / /   0 0 0 5 5 1 5   / /   p r o t e i n   b i n d i n g   / /   i n f e r r e d   f r o m   p h y s i c a l   i n t e r a c t i o n   / / /   0 0 0 5 5 1 5   / /   p r o t e i n   b i n d i n g   / /   n o t   r e c o r d e d   / / /   0 0 0 5 5 1 5   / /   p r o t e i n   b i n d i n g   / /   i n f e r r e d   f r o m   e l e c t r o n i c   a n n o t a t i o n   / / /   0 0 1 9 9 0 5   / /   s y n t a x i n   b i n d i n g   / /   i n f e r r e d   f r o m   d i r e c t   a s s a y   / / /   0 0 3 1 7 4 8   / /   D 1   d o p a m i n e   r e c e p t o r   b i n d i n g   / /   n o t   r e c o r d e d   / / /   0 0 3 1 7 4 8   / /   D 1   d o p a m i n e   r e c e p t o r   b i n d i n g   / /   i n f e r r e d   f r o m   s e q u e n c e   o r   s t r u c t u r a l   s i m i l a r i t y   / / /   0 0 3 1 7 4 8   / /   D 1   d o p a m i n e   r e c e p t o r   b i n d i n g   / /   i n f e r r e d   f r o m   e l e c t r o n i c   a n n o t a t i o n   / / /   0 0 4 2 8 0 3   / /   p r o t e i n   h o m o d i m e r i z a t i o n   a c t i v i t y   / /   i n f e r r e d   f r o m   e l e c t r o n i c   a n n o t a t i o n   / / /   0 0 4 2 8 0 3   / /   p r o t e i n   h o m o d i m e r i z a t i o n   a c t i v i t y   / /   n o t   r e c o r d e d   / / /   0 0 5 1 2 1 9   / /   p h o s p h o p r o t e i n   b i n d i n g   / /   i n f e r r e d   f r o m   p h y s i c a l   i n t e r a c t i o n	caveolin 2 /// caveolin 2-like	Cav2 /// LOC100362824	100362824	/// 363425
1386263_at	neural precursor cell expressed, developmentally down-regulated 4	Nedd4	25489	NM_012986
1386265_at			NaN	
1386266_at			NaN	
1386268_at	sortilin-related receptor, LDLR class A repeats-containing	Sorl1	300652	NM_053519 /// XM_001065506 /// XM_217115
1386269_x_at	sortilin-related receptor, LDLR class A repeats-containing	Sorl1	300652	NM_053519 /// XM_001065506 /// XM_217115
1386270_at			NaN	
1386272_at			NaN	
1386274_at	solute carrier family 17 (sodium phosphate), member 2	Slc17a2	306950	NM_001107353
1386275_at			NaN	
1386277_at	ubiquitin-like modifier activating enzyme 7	Uba7	301000	NM_001106856
1386279_at	StAR-related lipid transfer (START) domain containing 4	Stard4	291699	NM_001106159
1386280_at	methyltransferase like 7B	Mettl7b	366792	NM_001024276
10308060218626_ x/_/a tn u c l e o t i d e   b i n d i n g   / /   i n f e r r e d   f r o m   e l e c t r o n i c   a n n o t a t i o n   / / /   0 0 0 0 2 8 7   / /   m a g n e s i u m   i o n   b i n d i n g   / /   i n f e r r e d   f r o m   d i r e c t   a s s a y   / / /   0 0 0 0 2 8 7   / /   m a g n e s i u m   i o n   b i n d i n g   / /   n o t   r e c o r d e d   / / /   0 0 0 4 6 7 2   / /   p r o t e i n   k i n a s e   a c t i v i t y   / /   i n f e r r e d   f r o m   e l e c t r o n i c   a n n o t a t i o n   / / /   0 0 0 4 6 7 4   / /   p r o t e i n   s e r i n e / t h r e o n i n e   k i n a s e   a c t i v i t y   / /   i n f e r r e d   f r o m   d i r e c t   a s s a y   / / /   0 0 0 4 6 7 4   / /   p r o t e i n   s e r i n e / t h r e o n i n e   k i n a s e   a c t i v i t y   / /   n o t   r e c o r d e d   / / /   0 0 0 4 6 7 4   / /   p r o t e i n   s e r i n e / t h r e o n i n e   k i n a s e   a c t i v i t y   / /   i n f e r r e d   f r o m   e l e c t r o n i c   a n n o t a t i o n   / / /   0 0 0 5 5 1 5   / /   p r o t e i n   b i n d i n g   / /   n o t   r e c o r d e d   / / /   0 0 0 5 5 2 4   / /   A T P   b i n d i n g   / /   i n f e r r e d   f r o m   d i r e c t   a s s a y   / / /   0 0 0 5 5 2 4   / /   A T P   b i n d i n g   / /   n o t   r e c o r d e d   / / /   0 0 0 5 5 2 4   / /   A T P   b i n d i n g   / /   i n f e r r e d   f r o m   e l e c t r o n i c   a n n o t a t i o n   / / /   0 0 1 6 3 0 1   / /   k i n a s e   a c t i v i t y   / /   i n f e r r e d   f r o m   e l e c t r o n i c   a n n o t a t i o n   / / /   0 0 1 6 7 4 0   / /   t r a n s f e r a s e   a c t i v i t y   / /   i n f e r r e d   f r o m   e l e c t r o n i c   a n n o t a t i o n   / / /   0 0 4 6 8 7 2   / /   m e t a l   i o n   b i n d i n g   / /   i n f e r r e d   f r o m   e l e c t r o n i c   a n n o t a t i o n	hypothetical gene supported by NM_138833 /// SNF related kinase	LOC367880 /// Snrk	170837	/// 367880
1386286_at			NaN	
1386287_at	SLAIN motif family, member 2	Slain2	305310	NM_001107214
1386289_at			NaN	
1386292_at			NaN	
1386293_at			NaN	
1386295_at			NaN	
1386296_at			NaN	
1386299_at			NaN	
1386300_at			NaN	
1386302_at			NaN	
1386304_at			NaN	
1386306_at			NaN	
1386308_at			NaN	
1386309_at	Similar to TPR repeat-containing protein KIAA1043	LOC304558	304558	XM_001080633 /// XM_222260
1386310_at			NaN	
1386311_at			NaN	
1386313_x_at	amyotrophic lateral sclerosis 2 (juvenile) chromosome region, candidate 4	Als2cr4	316412	NM_001108220
1386316_at			NaN	
1386320_at	SFRS protein kinase 3	Srpk3	293854	NM_184045
1386321_s_at	tribbles homolog 3 (Drosophila)	Trib3	246273	NM_144755
1386324_at			NaN	
1386325_at			NaN	
1386327_at	ceramide kinase-like	Cerkl	502640	XR_008419 /// XR_086195
1386331_at			NaN	
1386333_at			NaN	
1386334_at	ubiquitin family domain containing 1	Ubfd1	293454	NM_001034911
1386337_at	RGD1565210	RGD1565210	499072	XM_001071740 /// XM_574354
1386338_at			NaN	
1386340_at			NaN	
1386342_at			NaN	
1386344_at	Ankylosis, progressive homolog (mouse)	Ankh	114506	NM_053714
1386346_at	transmembrane protein 19	Tmem19	299800	NM_199098
1386348_at			NaN	
1386350_at			NaN	
1386352_at			NaN	
1386354_at	similar to natural killer cell protease 7	RGD1564878	502002	XM_001058604 /// XM_577429
1386356_at			NaN	
1386358_at			NaN	
1386359_x_at			NaN	
1386361_at	transmembrane epididymal protein 1	Teddm1	664710	NM_001039915
1386364_at	Nucleoporin 37	Nup37	299706	NM_001106775
1386366_at			NaN	
1386368_at			NaN	
1386370_at			NaN	
1386372_at			NaN	
1386374_at			NaN	
1386376_at			NaN	
1386378_at	family with sequence similarity 92, member A1	Fam92a1	297903	XM_001053730 /// XM_002726513 /// XM_002729463 /// XM_216357
1386379_at			NaN	
1386381_at			NaN	
1386382_at	Oxysterol binding protein-like 1A	Osbpl1a	259221	NM_172023
1386383_at			NaN	
1386385_at	ets variant 2	Etv2	361544	XM_001079212 /// XM_341830
1386387_at	SRY-box containing gene 9	Sox9	140586	XM_001081628 /// XM_343981
1386389_at			NaN	
1386390_at			NaN	
1386392_at	anaphase promoting complex subunit 10	Anapc10	361389	NM_001108445
1386394_at			NaN	
1386395_at			NaN	
1386396_at	dual specificity phosphatase 8	Dusp8	361679	NM_001108510
1386399_at			NaN	
1386401_at			NaN	
1386403_at			NaN	
1386404_at			NaN	
1386407_at			NaN	
1386409_at			NaN	
1386410_at			NaN	
1386412_at			NaN	
1386414_at	brain protein I3	Bri3	304284	NM_001009604
1386416_at			NaN	
1386418_at			NaN	
1386420_at			NaN	
1386422_at	dachsous 1 (Drosophila)	Dchs1	308912	NM_001107544
1386424_at	Zinc finger protein 212	Zfp212	297066	XM_001053455 /// XM_231749
1386425_at			NaN	
1386426_at			NaN	
1386430_at			NaN	
1386433_at			NaN	
1386435_at	transcription factor AP4	Tcfap4	360482	NM_001108267
1386437_at	taxilin beta	Txlnb	308622	NM_001135859
1386439_at	Translocase of outer mitochondrial membrane 34	Tomm34	311621	NM_001044244
1386440_a_at	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 2 (GalNAc-T2)	Galnt2	292090	NM_001106196
1386441_at	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 2 (GalNAc-T2)	Galnt2	292090	NM_001106196
1386446_at	cadherin 1	Cdh1	83502	NM_031334
1386448_at			NaN	
1386450_at	outer dense fiber of sperm tails 4	Odf4	303236	NM_001007670
1386452_at			NaN	
1386454_at	solute carrier family 23 (nucleobase transporters), member 3	Slc23a3	367298	NM_001109006
1386456_at			NaN	
1386458_x_at	ArfGAP with GTPase domain, ankyrin repeat and PH domain 3	Agap3	362300	NM_001108616
1386460_x_at			NaN	
1386461_at			NaN	
1386463_at			NaN	
1386466_at			NaN	
1386467_at			NaN	
1386470_at			NaN	
1386471_at	mitochondrial ribosomal protein S27	Mrps27	361883	NM_001108543
1386472_at			NaN	
1386473_at	DDB1 and CUL4 associated factor 6	Dcaf6	289181	XM_001071288 /// XM_002724885 /// XM_002728021 /// XM_213926
1386474_at			NaN	
1386477_at			NaN	
1386478_at	mitochondrial carrier triple repeat 1	Mcart1	313241	NM_001024785
1386479_at			NaN	
1386482_at			NaN	
1386483_at			NaN	
1386486_at	CAP-GLY domain containing linker protein 1	Clip1	65201	NM_031745
1386489_at			NaN	
1386491_at			NaN	
1386493_at			NaN	
1386494_at	similar to KIAA0339 protein	RGD1311624	309001	XR_005469 /// XR_009622
1386495_x_at	similar to KIAA0339 protein	RGD1311624	309001	XR_005469 /// XR_009622
1386497_at			NaN	
1386499_at	asparagine synthetase domain containing 1	Asnsd1	299507	NM_001106763
1386501_at			NaN	
1386503_at	similar to Ser/Thr-rich protein T10 in DGCR region	RGD1310348	360738	NM_001108323
1386505_at			NaN	
1386507_at			NaN	
1386509_x_at	RNA binding motif, single stranded interacting protein 3	Rbms3	680726	XM_001061329 /// XM_002727143
1386511_x_at			NaN	
1386512_at	Zinc finger protein 91	Zfp91	246282	NM_001169120
1386514_at	Hyaluronan and proteoglycan link protein 4	Hapln4	361129	NM_001108398
1386517_at	Ribosomal protein L30	Rpl30	64640	NM_022699
1386518_at	interferon regulatory factor 2	Irf2	290749	NM_001047086
1386519_x_at			NaN	
1386520_at	Iroquois homeobox 3	Irx3	307721	NM_001107413
1386521_at			NaN	
1386525_at	THO complex 2	Thoc2	313308	NM_001191756 /// XM_001058768 /// XM_233081
1386526_at	LIM homeobox 5	Lhx5	124451	NM_139036
1386529_at			NaN	
1386530_at			NaN	
1386535_at	DEAD (Asp-Glu-Ala-Asp) box polypeptide 3, X-linked	Ddx3x	317335	NM_001108246
1386538_at	similar to KIAA1919 protein	RGD1310495	309809	XM_001063192 /// XM_228270
1386540_at			NaN	
1386541_at	spermatogenesis associated 9	Spata9	294594	NM_001106399
1386543_at	F-box and leucine-rich repeat protein 8	Fbxl8	498941	NM_001109128
1386545_at	COP9 constitutive photomorphogenic homolog subunit 7B (Arabidopsis)	Cops7b	363273	NM_001108807
1386547_at	tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2	Tanc2	303599	NM_001191653 /// XM_001081577 /// XM_221028
1386550_at	IKAROS family zinc finger 5	Ikzf5	309031	NM_001107555
1386551_at			NaN	
1386552_at			NaN	
1386554_at			NaN	
1386555_at			NaN	
1386557_at			NaN	
1386565_at			NaN	
1386566_at			NaN	
1386568_at	interferon regulatory factor 6	Irf6	364081	NM_001108859
1386569_at			NaN	
1386571_at	similar to adaptor molecule SRCASM	RGD1562626	287622	XM_002724537 /// XM_002727790
1386573_a_at			NaN	
1386574_at			NaN	
1386577_at	kelch-like 23 (Drosophila)	Klhl23	311114	NM_001134504
1386580_at	WD repeat domain 8	Wdr8	366515	NM_001014262
1386581_at			NaN	
1386583_at	isoleucyl-tRNA synthetase	Iars	306804	NM_001100572
1386584_x_at			NaN	
1386586_at	PAK1 interacting protein 1	Pak1ip1	361232	NM_001037356
1386587_at	BTB (POZ) domain containing 12	Btbd12	302953	XM_001079342 /// XM_220211
1386589_at			NaN	
1386592_at			NaN	
1386594_at			NaN	
1386596_at	Speedy homolog A (Xenopus laevis)	Spdya	192209	NM_138855
1386597_s_at	speedy homolog A (Xenopus laevis)	Spdya	192209	NM_138855
1386598_at	ADP-ribosyltransferase 1	Art1	308873	NM_001107541
1386600_at			NaN	
1386602_at	Rab40b, member RAS oncogene family	Rab40b	303754	NM_001107076
1386604_at	membrane protein, palmitoylated 3 (MAGUK p55 subfamily member 3)	Mpp3	114202	XM_001081482 /// XM_340911
1386606_at	Mitochondrial ribosomal protein L37	Mrpl37	56281	NM_001004235
1386608_at			NaN	
1386610_at	regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 2	Rcbtb2	290363	NM_199084
1386611_at	kelch-like 24 (Drosophila)	Klhl24	303803	NM_181473
1386614_at	F-box only protein 23	Fbxo23	306771	NM_001013138
1386615_at	carbohydrate sulfotransferase 2	Chst2	367145	XM_001068574 /// XM_345970
1386618_at	FLYWCH-type zinc finger 1	Flywch1	360488	XM_001056224 /// XM_340760
1386619_at			NaN	
1386621_at			NaN	
1386622_at	Similar to chromosome 16 open reading frame 28	RGD1565247	302987	XM_001059160 /// XM_220238
1386623_at	Exosome component 6	Exosc6	307850	XM_001077520 /// XM_226471
1386628_at			NaN	
1386632_at	transmembrane protein 55A	Tmem55a	362490	NM_001024900
1386633_at			NaN	
1386635_at			NaN	
1386637_at	fibrinogen-like 2	Fgl2	84586	NM_053455
1386639_at	ring finger protein 121	Rnf121	308871	NM_001107540
1386641_at			NaN	
1386643_at	fem-1 homolog b (C. elegans)	Fem1b	315745	NM_001108157
1386645_at	Rab interacting lysosomal protein-like 1	Rilpl1	304469	NM_001191665 /// XM_001079000 /// XM_002724817 /// XM_222150
1386647_at	microtubule-associated protein 7	Map7	293016	NM_001106270 /// NM_001198638
1386648_at	DnaJ (Hsp40) homolog, subfamily C, member 6	Dnajc6	313409	NM_001107949
1386653_at	prickle homolog 2 (Drosophila)	Prickle2	312563	NM_001107876
1386656_at			NaN	
1386658_at	G protein-coupled receptor 45	Gpr45	301372	NM_001106906
1386660_at			NaN	
1386662_at			NaN	
1386664_at	RasGEF domain family, member 1A	Rasgef1a	312664	XM_001077186 /// XM_232315
1386666_at	eyes absent homolog 2 (Drosophila)	Eya2	156826	NM_130427
1386668_a_at	similar to Protein KIAA0690	LOC679127	679127	XM_001054805
1386669_at	similar to Protein KIAA0690	LOC679127	679127	XM_001054805
1386671_at	leucine rich repeat containing 19	Lrrc19	680478	NM_001109413
1386673_at	outer dense fiber of sperm tails 4	Odf4	303236	NM_001007670
1386675_at			NaN	
1386677_at	leucine rich repeat containing 4	Lrrc4	641521	NM_001037336
1386679_at			NaN	
1386681_at	similar to hypothetical protein FLJ20014	LOC497934	497934	NM_001017474
1386683_at			NaN	
1386685_at	spastic ataxia of Charlevoix-Saguenay (sacsin)	Sacs	305940	XM_001063390 /// XM_224256
1386687_at	similar to Peptide chain release factor 1, mitochondrial precursor (MRF-1)	LOC686234	686234	XM_001073018
1386689_at	hook homolog 2 (Drosophila)	Hook2	304669	NM_001100562 /// XM_001070888 /// XM_239718
1386691_at	F-box protein 36	Fbxo36	363268	NM_001108804
1386693_at	casein kinase 1, epsilon	Csnk1e	58822	NM_031617
1386695_at			NaN	
1386697_at	neurexophilin 1	Nxph1	25501	NM_012994
1386699_at	dynein, axonemal, light intermediate chain 1	Dnali1	298524	NM_001031647
1386701_at			NaN	
1386703_at			NaN	
1386705_at			NaN	
1386707_at			NaN	
1386709_at			NaN	
1386711_a_at	DnaJ (Hsp40) homolog, subfamily C, member 11	Dnajc11	362666	NM_001108694
1386716_at			NaN	
1386718_at	aldo-keto reductase family 1, member C19	Akr1c19	307096	NM_001100576
1386720_at	transmembrane protease, serine 8 (intestinal)	Tmprss8	287106	NM_199371
1386721_at	zinc finger protein 503	Znf503	305687	NM_001107250
1386724_at			NaN	
1386725_at	similar to DNA segment, Chr 19, ERATO Doi 386, expressed	RGD1307934	293953	XM_001055620 /// XM_219870
1386726_at			NaN	
1386728_at	Potassium voltage gated channel, Shal-related family, member 2	Kcnd2	65180	NM_031730
1386732_at	Bardet-Biedl syndrome 1	Bbs1	309156	NM_001107569
1386733_at			NaN	
1386739_at	ets variant 4	Etv4	360635	NM_001108299
1386740_at	dopey family member 2	Dopey2	304077	NM_001191660 /// XM_001055500 /// XM_002724703 /// XM_002727866 /// XM_221640
1386742_at			NaN	
1386744_x_at			NaN	
1386745_at			NaN	
1386749_at	endothelin-converting enzyme 2	Ece2	408243	NM_001002815
1386750_at	polycystic kidney disease 2-like 2	Pkd2l2	291683	NM_001106156
1386751_x_at	RAN binding protein 2	Ranbp2	294429	NM_001191604 /// XM_001053839 /// XM_002725863 /// XM_002728957 /// XM_215401
1386754_at	tripartite motif-containing 14	Trim14	313236	NM_001107934
1386755_at	coiled-coil domain containing 91	Ccdc91	312863	NM_001014061
1386762_at	sorting nexin 18	Snx18	310097	NM_001107652
1386764_at	A kinase (PRKA) anchor protein 2	Akap2	298024	NM_001011974
1386766_at			NaN	
1386769_at			NaN	
1386770_x_at	potassium voltage-gated channel, Isk-related subfamily, gene 2	Kcne2	171138	NM_133603
1386773_at	biotinidase	Btd	306262	NM_001012047
1386774_at	family with sequence similarity 5, member B	Fam5b	286895	NM_173115
1386777_at	protection of telomeres 1A	Pot1a	500054	NM_001024322
1386781_at			NaN	
1386783_at	Chondroitin sulfate synthase 3	Chsy3	291577	XM_001060886 /// XM_225912
1386785_a_at			NaN	
1386786_at			NaN	
1386788_at			NaN	
1386789_at			NaN	
1386793_at	zinc finger protein 61	Zfp61	499094	NM_001017512
1386794_at	F-box and WD-40 domain protein 7 /// F-box and WD-40 domain protein 7, archipelago homolog (Drosophila)-like	LOC100360914 /// LOC100365221	100360914	/// 100365221
1386795_at	HEPACAM family member 2	Hepacam2	296846	NM_001106580
1386797_at	solute carrier family 39 (zinc transporter), member 6	Slc39a6	291733	NM_001024745
1386798_at			NaN	
1386800_at	Molybdenum cofactor synthesis 3	Mocs3	311655	NM_001107804
1386801_at	Similar to neuron navigator 1	LOC685707	685707	XR_006273 /// XR_085598
1386804_at			NaN	
1386805_at	similar to TPR repeat-containing protein KIAA1043	LOC304558	304558	XM_001080633 /// XM_222260
1386807_at	wingless-type MMTV integration site family member 2	Wnt2	114487	XM_001059030 /// XM_575397
1386809_at			NaN	
1386811_at	protein tyrosine phosphatase-like A domain containing 2	Ptplad2	362540	NM_001108669
1386813_at			NaN	
1386817_at			NaN	
1386818_at			NaN	
1386820_at	PET112-like (yeast)	Pet112l	361974	XM_001066526
1386822_s_at	Similar to RIKEN cDNA 1700016G05	RGD1311823	362346	NM_001108625
1386823_at	iroquois homeobox 5	Irx5	498918	NM_001030044
1386827_at			NaN	
1386828_at	RUN domain containing 1	Rundc1	303552	XM_001081465
1386829_at	mitogen activated protein kinase kinase kinase 10	Map3k10	308463	NM_001191621 /// XM_001073032 /// XM_218368
1386831_at			NaN	
1386832_a_at	B-cell CLL/lymphoma 6, member B (zinc finger protein)	Bcl6b	360551	NM_001108279
1386833_at	B-cell CLL/lymphoma 6, member B (zinc finger protein)	Bcl6b	360551	NM_001108279
1386836_at	zinc finger protein 574	Znf574	308434	NM_001024258
1386837_x_at	zinc finger protein 574	Znf574	308434	NM_001024258
1386838_at	similar to RIKEN cDNA 4930550C14	RGD1311251	315665	NM_001024265
1386841_at	Ng35 pseudogene	Ng35	309613	NM_001134991
1386843_at	Cd5 molecule-like	Cd5l	310693	NM_001025685
1386846_at	regulation of nuclear pre-mRNA domain containing 1A	Rprd1a	291736	XM_001056597 /// XM_214609
1386847_at			NaN	
