	GSM495209	GSM495210	GSM495211	GSM495212	GSM495213	GSM495214	GSM495215	GSM495216	GSM495217
1381054_at	4.798795968	4.644891667	4.985113359	3.866312654	3.838445557	3.666327722	4.132791817	4.161643428	4.220964413
1381055_at	3.665953892	4.038788091	4.291143168	3.322137148	3.265452015	3.184338238	3.353038909	3.31618403	3.137687374
1381056_at	6.172955156	6.148304825	6.389301198	4.828406642	4.18600005	4.424727727	5.641561688	5.394962357	5.559268741
1381057_at	5.693636694	6.175414766	6.2608354	6.830106136	6.610824764	6.867396937	6.193566847	6.093419766	6.094784707
1381058_at	3.549730807	3.681725816	4.179915639	4.935963462	4.84274516	4.914542459	5.980499765	6.576619022	6.04489266
1381059_at	3.80726167	3.580727623	3.492269016	3.190657922	3.292737449	3.325868561	3.284370222	3.51582819	3.397127598
1381060_at	3.819183331	3.07011458	3.148282336	3.143812125	3.138791098	3.057387806	4.393449865	4.277517355	4.661165658
1381061_at	3.928462966	4.054771324	4.270079907	3.912209871	3.715940576	3.917680258	4.027887364	3.994052854	4.312653641
1381062_at	3.432683505	3.662326463	4.105861764	3.159928211	2.974771135	3.153126881	3.554299376	3.662619043	3.248023725
1381063_at	6.721740588	6.50945021	6.520117227	8.644677807	8.697313919	8.634510644	8.328145841	8.322822545	8.205347264
1381064_at	2.601967549	2.774698656	2.721497336	2.703487177	2.821737561	2.710082457	3.975084103	3.669066842	3.66695837
1381065_at	8.059479219	7.992274392	8.123191426	8.634729617	8.452109777	8.64333281	8.755101665	8.992016477	8.901264998
1381066_at	3.39283064	3.494254643	3.74567854	3.613195557	3.76510461	3.581460835	3.617520651	3.564460108	3.45692287
1381067_at	3.323125047	3.148380229	3.148373031	2.975809784	2.830926105	2.700990158	2.885828575	2.6771795	2.867208565
1381068_at	4.645661745	4.109583119	4.551199859	3.608704313	3.424708628	3.375332203	3.463565845	3.776126509	3.795705827
1381069_at	4.339628289	3.870684793	4.020832873	4.951939943	4.372714548	4.50184235	4.534876449	4.880570897	4.731166073
1381070_at	3.51059779	3.469115711	3.352194108	4.436357787	4.7692445	4.766636555	5.34119394	5.148303336	5.021254301
1381071_at	4.325672791	4.484640669	4.831708534	5.336405346	5.483043891	5.513002212	4.385529193	4.290242628	4.271134044
1381072_at	4.00968084	3.999246655	3.945844247	4.366450775	4.365105262	4.411651916	3.840787513	3.842087599	3.902572801
1381073_at	6.457894676	6.641400025	6.666026879	5.61776133	5.670541188	5.513556108	5.58402487	5.790145915	5.395406949
1381074_at	7.245230587	7.328263975	7.230438433	5.622285276	5.660937996	5.607773289	4.928699041	4.112621584	4.126410422
1381075_at	6.801077866	6.656888452	7.067235159	7.613850642	7.083379673	7.773151315	7.217340611	7.302712928	7.158868622
1381076_at	6.108052769	6.135971415	6.183955603	6.807489363	6.854378531	6.852261078	6.336053718	6.600379241	6.425098093
1381077_at	5.211242464	5.590779838	5.464167085	6.828524608	6.954613265	7.031734347	5.963543806	5.903783818	5.968615891
1381078_at	4.166642153	4.436363429	4.416092872	4.286259476	4.311778498	4.426111139	4.411421498	4.793493815	4.805550643
1381079_at	3.810680712	3.15734698	3.297688063	2.919481823	2.671737868	2.752168454	3.62402519	3.450199597	3.887237714
1381080_at	4.998233674	4.71078263	4.39096784	8.602121314	8.631013156	8.70792516	5.76365235	5.337218865	5.77145463
1381081_at	7.706776413	7.799901753	7.764329847	8.238074304	8.24247342	8.286449976	8.853131141	8.849176266	8.808736457
1381082_at	4.136147231	4.114475705	4.309586587	3.932152501	3.684828918	3.751712107	4.553959205	4.359650801	3.997954764
1381083_at	7.708268472	7.988507803	7.726717238	3.475823927	3.829893443	3.660103634	3.756477606	3.490067094	3.910362262
1381084_at	6.683196005	6.57122473	6.456180343	8.888541884	8.826329837	8.838816027	6.510932668	6.655035015	6.476485588
1381085_at	4.90683354	4.713242224	4.565668697	5.213482401	5.051945184	5.388412657	4.792035943	4.584924666	4.828733416
1381086_at	3.555689915	3.770184761	3.481089569	3.195072598	3.511755737	3.521583728	3.835915005	4.415393469	3.987677398
1381087_at	5.018746068	5.102710339	5.332351302	4.570544946	4.363340082	4.124987916	4.488040875	4.706967275	4.706473711
1381088_at	5.303227533	5.380768515	5.40407079	4.839371093	4.679778891	4.85262799	5.632085063	5.794666534	6.086739382
1381089_at	3.858384498	3.945252399	3.747351999	7.406806845	7.33104	7.513230701	5.672956839	5.679388009	5.867496108
1381090_at	4.479991803	4.36642908	4.82212266	4.191687724	4.09688735	4.041126018	4.319909995	4.405786117	4.172228513
1381091_at	4.527285417	4.557939269	4.326238854	6.33193361	5.958252081	6.144800822	4.11887967	4.420416704	4.216254101
1381092_at	4.118073478	3.8851402	3.998024794	3.850024797	3.460155113	3.559178001	3.847020338	3.565796215	3.796162469
1381093_at	5.160659864	5.146594703	4.993793723	5.037889597	4.884051167	4.984163473	5.315766902	5.296134698	5.320182241
1381094_at	4.847849337	5.020823202	4.766908208	5.438826976	4.851217792	4.859130383	5.280132077	4.915708849	5.052687872
1381095_at	4.753311105	5.06317222	4.838292923	4.147812272	4.113352842	4.14044765	4.253446589	4.932709077	4.636980137
1381096_at	3.212960087	3.218901277	3.580355265	3.168515072	3.03348985	3.14293872	3.695309906	3.928668887	3.573335022
1381097_at	5.165659583	5.319400537	5.382955109	4.796041444	5.034457357	5.027096784	5.098336184	4.998047834	5.139992311
1381098_at	4.83035896	4.700566243	4.736857079	6.552193361	6.791652165	6.474492155	5.483085553	5.42099427	5.171582364
1381099_at	5.448793254	5.75821454	4.915227815	5.018488801	5.51825249	5.250739199	5.658405642	5.803081681	5.507238552
1381100_at	8.352522605	8.430022553	8.238398431	8.291118485	8.347734943	8.122344502	9.446656354	9.457978158	9.501532842
1381101_at	5.540373402	4.747301641	5.288175008	4.996554812	4.733257187	4.968331508	4.761773477	4.631648218	4.581662722
1381102_at	3.770742125	3.088824106	3.406789178	3.050277804	3.091272409	3.340662522	3.041299972	3.033081755	3.020749307
1381103_a_at	6.527623145	6.778414472	6.621862612	5.808527838	5.830270022	5.987838829	6.047578872	6.009241717	6.153102824
1381104_at	3.730295376	3.604602524	3.697656995	3.119554727	3.138938524	3.185148763	3.044125128	3.266095506	3.047762848
1381105_at	3.336751795	3.488096492	3.254991453	3.075790715	3.159943211	3.011986645	3.467967978	3.173051008	3.145390918
1381106_at	4.457946121	4.297647459	4.019494788	3.875383755	4.165025986	4.223170803	4.100083311	4.047177641	4.464871986
1381107_at	5.25752532	5.506568635	5.313787636	5.027974639	5.002018472	5.180119829	5.231677235	5.130790186	5.148674891
1381108_at	5.752422711	5.830442678	5.799597524	5.998846562	5.69572852	6.037458677	6.216968275	6.427943202	6.581201962
1381109_at	4.403019956	4.036049068	4.512482071	4.504720758	4.397349961	4.471888412	4.712475133	4.389760305	5.119123414
1381110_at	3.98817789	3.873421269	3.741997863	3.454288332	3.62940612	3.577938091	3.38625136	3.507679756	3.327850932
1381111_at	5.48959659	5.610332235	5.637563839	5.537431883	5.436756033	5.547856396	5.784748972	5.941983375	5.65182916
1381112_at	4.103392346	4.185784157	3.919155163	4.003059503	3.968342317	3.899759904	5.774957056	5.442906001	5.194088278
1381113_at	5.667497346	5.649245279	5.855028416	5.78677707	5.641690738	5.829337382	5.360978773	5.407666523	5.499205104
1381114_at	3.473778924	3.732285683	3.594597113	3.109997339	3.025180128	3.172812155	3.145979472	2.937662485	3.209254638
1381115_at	4.658866438	4.612861794	4.510473126	5.716818613	6.004336622	5.894921625	5.433535297	5.282387768	5.215505025
1381116_at	4.680121475	4.579201989	4.971372987	4.652975431	4.371152673	4.270991858	4.551377492	4.753697773	4.498947776
1381117_at	5.149076172	5.094244669	5.268977075	5.387741795	5.417332793	5.467833886	4.985673088	4.961515448	4.803894239
1381118_at	5.870851177	5.854727651	5.766467156	5.65993485	5.559113443	5.935583526	5.555914843	5.533842933	5.74812307
1381119_at	8.249293751	8.219229182	8.317474755	8.437701004	8.499244411	8.57763138	8.153684181	8.064486234	7.994825443
1381120_at	3.345992115	3.867441741	3.752480467	3.389329285	3.42251194	3.683902451	3.742712801	3.690142711	3.492912698
1381121_at	4.817306004	4.498393993	4.779707567	3.884950216	3.774274415	3.872368962	4.033738351	4.250307681	4.381064597
1381122_at	4.207954365	4.716796513	4.288065492	3.844381994	4.097064665	3.838784215	4.705030539	4.706080284	4.990796554
1381123_at	4.481749281	4.205589516	4.351467292	3.768537059	3.583278909	3.643374423	4.275119719	3.867908752	3.7927699
1381124_at	10.16980547	10.249853	10.13212389	5.339029481	5.603937705	5.755039567	5.673855854	6.202793356	6.045639856
1381125_at	4.202584282	3.872541397	3.806897777	3.358083497	3.265452015	3.134270435	7.093926324	7.129953293	6.592336278
1381126_at	4.297619532	4.54576519	4.547322713	4.737354086	4.59001686	4.768226726	4.904770098	5.333199601	5.312004215
1381127_at	3.584243708	3.324903116	3.643993524	3.376642098	3.235694487	3.331586931	4.78027218	5.041758827	4.960815316
1381128_at	3.605418126	3.623201385	3.252420944	3.324224385	3.179887773	3.214430806	3.160203073	2.957363988	2.945928172
1381129_at	3.514258973	3.81970255	3.659276891	3.132287094	3.240987605	3.104191419	5.166109605	5.108109787	5.309151663
1381130_at	3.584243206	3.870423238	3.687728939	3.798241609	4.097064665	3.838784215	3.738910202	3.641033999	3.824225363
1381131_at	3.729142319	3.787641542	3.755286711	3.633963745	3.795887062	3.637456426	4.179724858	4.012414567	3.894939969
1381132_at	5.197217041	5.6628692	5.87882286	8.392531402	8.379133913	8.619120647	4.335110453	4.011682083	4.587665639
1381133_at	8.527530727	8.402032016	8.428360945	8.107123804	8.24843971	8.230695105	8.330006242	8.409472438	8.364220164
1381134_at	5.364515901	5.50069116	5.367862188	5.459027186	5.104903894	5.357705462	5.596367733	5.595952201	5.656511436
1381135_at	3.704385146	3.472326495	3.745013898	3.560931882	3.794695184	3.10525116	3.365328192	3.604953108	3.255802881
1381136_at	4.075004012	3.991807311	3.868966364	3.444726533	3.118732922	3.280312003	3.613719168	3.221021742	3.313819133
1381137_at	4.976176712	4.33385167	4.413524987	3.986980919	3.915881325	4.058244739	4.169527282	4.042512115	4.193621044
1381138_at	3.235267509	3.84946225	3.252744746	3.099342774	3.090685964	3.076222816	2.991426921	3.093356214	2.931935006
1381139_at	5.740138473	5.896411539	6.142422586	6.448042543	6.638529299	6.646733354	5.261946077	5.246432835	5.5978483
1381140_at	5.151430135	5.498004006	5.089619896	5.320121663	5.07050343	5.385164567	5.147071849	5.358785672	5.558586483
1381141_at	4.273034151	4.36642908	4.126928514	3.848216109	3.53647019	3.659315864	4.185085198	4.291210289	4.132103606
1381142_at	4.815550469	4.79348501	4.528190556	4.185197553	4.262658675	3.945692951	5.053513762	5.197799528	4.792283716
1381143_at	4.809026696	4.576303085	4.764253402	4.71694119	4.358903022	4.510312545	4.705342462	4.985132132	4.736135947
1381144_at	5.668502398	5.835250862	5.812451824	6.410735644	6.267141261	6.589854471	5.99033587	6.269922737	6.38036491
1381145_at	9.904861349	9.993387515	9.984620876	5.653059158	5.885383048	5.904103282	6.915225407	6.950831687	6.986130309
1381146_at	3.91664995	3.613253942	4.031680645	3.412619926	3.447259511	3.445106087	3.664503676	3.69653957	3.676400802
1381147_at	3.262474257	3.580727623	3.447221314	5.15526514	5.006611459	5.027251295	3.585758695	3.304714361	3.602799105
1381148_at	4.190606387	4.36642908	4.105506233	4.205266384	3.920479707	4.310831422	4.086054118	4.06126966	4.046813154
1381149_at	5.382695669	4.997058155	5.049460395	4.891879702	4.76384271	4.964743384	4.972050971	4.776697162	4.715855281
1381150_at	2.850815981	2.801390826	2.889017587	3.160124679	3.251224042	2.985517299	2.704353838	2.674540965	2.78743954
1381151_at	5.979367124	6.155973424	6.001166498	6.063780715	5.959727819	5.875677478	6.457680981	6.488919754	6.701495207
1381152_at	6.180503811	6.121005389	5.887304317	5.151412244	4.915572991	5.18618068	5.221142463	5.35422039	5.334747441
1381153_at	5.484967307	5.262838784	5.608522613	6.21347124	5.948134696	6.123708358	6.759866261	6.586637909	6.937765383
1381154_at	3.738485614	3.859552938	3.722774888	5.91829244	5.937191403	6.059107319	3.542383377	3.835831495	3.503658288
1381155_at	5.396632003	5.237912583	5.530538541	5.016579881	4.868567364	4.897248395	5.051659493	5.132741711	4.992386331
1381156_at	5.338701454	5.071648518	5.402212813	5.201155467	4.422474496	4.198965874	4.535696117	4.743870321	4.541908206
1381157_at	3.365522096	3.447398757	3.395909258	3.33404108	3.300143335	3.714029071	3.870935239	4.041030681	3.555554693
1381158_at	4.199801722	4.283156264	4.571225075	4.614956699	4.371598334	5.060571164	3.488839952	3.533727781	3.434899273
1381159_at	3.050373614	3.355110491	3.406390239	2.812375829	2.708220406	2.67298259	3.185788947	3.402182129	3.310500832
1381160_at	3.563465876	3.390762515	3.952135579	7.774626122	7.573656965	7.901093457	4.347066993	4.248833478	4.315979433
1381161_a_at	4.819544996	4.860526292	5.001889392	4.12906857	4.06140396	4.162372562	7.990986555	7.47477508	7.516583031
1381162_at	7.973014806	8.090234687	7.977986059	7.114278899	7.070557987	7.211969219	9.068512989	9.135703098	9.19214714
1381163_at	5.027665688	5.025614835	4.964885356	8.284647031	8.329211502	8.468075679	6.891649639	7.060630188	6.944120724
1381164_at	4.078290341	3.975570118	3.936548822	3.917110786	3.732405048	3.839489445	3.433649571	3.482043985	3.490004001
1381165_at	3.865727607	3.450286562	3.710656668	4.271090694	4.607743673	3.942109872	3.740229283	3.61394728	3.816183073
1381166_at	3.337508127	2.990055318	3.05910348	2.913257413	3.244534662	3.198404745	2.90089044	3.203647733	3.267732664
1381167_at	4.395489185	4.199907966	4.26811056	5.539535445	5.703222301	5.532780936	3.85666886	4.029076534	3.96676822
1381168_at	4.013642334	3.800963756	4.108623848	3.487626587	3.092879514	3.084668342	3.271702066	3.358746955	3.313386655
1381169_at	6.761575983	6.551248074	6.490486635	5.797398501	5.523449993	5.727781627	5.668502398	5.683929829	5.415962531
1381170_at	3.923158817	3.559620187	3.388337455	3.299845054	3.175496473	3.171957044	2.891986209	3.093356214	3.000354847
1381171_at	2.693255061	2.768655171	2.729128581	2.850928049	2.752978668	2.731087819	2.764050505	3.093083092	2.822393104
1381172_at	3.383105443	3.284113442	3.311707144	3.280021757	3.146589197	3.434451569	2.892974142	2.88482022	3.134796485
1381173_at	3.744386893	3.858838365	3.785414241	3.430089318	3.369885661	3.660233482	3.664711444	3.807393324	3.570090739
1381174_at	8.77471468	8.878711616	8.920925389	7.932066479	7.906884057	7.939528139	8.140181089	8.269903125	8.215394038
1381175_at	7.29404152	7.438332085	7.262367786	8.1984506	8.056005253	8.152523975	8.225750684	8.357695087	8.422172629
1381176_at	5.051833177	5.334744882	5.725497394	5.971676335	6.268121301	6.364091303	4.32119213	4.181490262	4.114496123
1381177_at	3.561197083	3.580727623	4.040301377	3.99567259	3.62765847	3.843077791	4.182054402	4.117779151	4.058211837
1381178_at	5.678218886	5.429550941	5.679375948	6.314012765	6.346675918	6.343306751	5.531110343	5.31114061	5.135034401
1381179_at	4.495039092	4.838426918	4.845597975	4.927403929	5.049948302	4.754007335	4.15613059	4.220116557	4.286963734
1381180_at	4.215493587	4.200522854	4.5331291	3.591511721	3.42451103	3.505656823	3.516587035	3.393254302	3.517746553
1381181_at	4.950027807	4.683430716	5.048436876	5.495954551	4.911339953	5.423147448	4.621642511	4.474608855	4.345310339
1381182_at	4.103870505	3.80658256	3.919155163	3.934672803	4.03581779	3.724552602	3.244854061	3.414557642	3.414557642
1381183_at	4.864522307	5.695803479	4.79677053	6.114278145	6.203828028	6.34633921	4.209871836	4.049074082	4.14867667
1381184_at	6.908822899	6.568119743	6.642837927	6.33970519	5.999086789	6.160522632	6.289800448	6.409881887	6.219958202
1381185_at	3.894844123	3.972557571	3.919155163	4.411400487	4.38959004	4.718042061	3.461096244	3.441913347	3.487197025
1381186_at	5.129935309	5.28570419	5.38521529	5.22998715	5.456455483	5.455158353	7.126191488	6.877139898	7.316492442
1381187_at	5.049047903	4.685589888	4.563066154	3.759939881	3.506207278	3.723766458	3.508432258	3.567593779	3.404503954
1381188_at	3.083159956	3.298979464	2.939560893	3.254990654	3.442679937	3.20204415	3.024978982	3.171845861	3.177779214
1381189_at	6.049230073	5.856095943	5.58206181	5.169686664	5.323465093	5.196231586	5.180394692	5.225454731	5.271586063
1381190_at	7.398116506	7.373967891	7.245066642	8.194823791	8.231809521	8.306909123	11.68481418	11.69716745	11.70015233
1381191_at	3.393940997	3.295042752	3.290199485	5.420553529	5.601152636	5.757431575	2.854010315	2.968313952	3.169562608
1381192_at	3.988430815	3.887467214	3.853923386	3.85651149	3.557935296	3.771951179	3.453264609	3.658076954	3.65117082
1381193_at	10.61993292	10.68181637	10.66104785	8.973907591	9.231427167	9.025114354	7.868485785	7.94254732	7.908689566
1381194_at	2.691385139	2.643761889	2.454488867	5.510430441	5.210062383	5.423147448	2.281674001	2.86489703	2.536051426
1381195_at	4.39720773	4.976513779	4.329455953	4.451216787	4.460211061	4.287692363	4.097313902	4.274251942	4.469968508
1381196_at	9.120628364	9.070744227	9.130711485	4.322719924	4.545233058	4.477130934	4.791871047	4.941876054	4.986678119
1381197_at	4.69683559	4.109048798	4.102188304	4.161727308	4.335749379	4.083629738	4.120560615	4.082995062	4.17721044
1381198_at	3.611998271	3.446552894	3.747351999	3.322262848	3.394385171	3.093356214	3.407806027	3.167923092	3.278704869
1381199_at	5.398082132	5.778750594	5.58206181	5.135791342	5.253928145	5.270654792	5.157997337	5.136122991	4.762909374
1381200_at	3.178752439	3.449876162	3.131785919	2.692527124	2.648666596	2.596652981	2.669783861	2.617708153	2.674899873
1381201_at	5.251130132	5.143036278	5.063788285	4.362057652	4.406897504	4.395404644	5.439076311	5.243185021	5.522838607
1381202_at	3.516894403	3.734432979	3.13995042	2.888226587	2.926183761	2.624866055	2.926080253	2.86435456	2.962893029
1381203_at	8.023368515	8.10033027	7.998859948	5.488164808	5.395681579	5.557260661	7.028321063	6.977164641	7.196291334
1381204_at	3.458413748	3.091708203	3.631930755	3.321783994	3.51647986	3.744632795	4.137473349	3.913471241	4.012879619
1381205_at	6.837726281	6.97972127	6.79996934	7.407316515	7.487408715	7.653455394	6.742604976	6.694662564	6.595537504
1381206_at	4.217604627	4.533623556	4.687451957	9.807492051	9.728573563	9.79546355	4.331814878	4.161643428	4.283534195
1381207_at	5.908236573	5.808195801	5.157947357	7.0690367	7.15754949	7.241530741	7.691461242	7.683007472	7.718993862
1381208_at	4.427930988	4.201497723	4.071825405	6.214185467	6.313202304	6.54017791	5.918393398	5.993511628	6.16942102
1381209_at	4.313075005	3.725567294	3.972151865	3.335362624	3.343137784	3.211665698	3.464610797	3.266095506	3.248023725
1381210_at	5.382233091	5.391491155	5.089225142	8.065192836	8.012717939	8.080229497	7.417349287	7.485385439	7.539278979
1381211_at	5.533042777	5.709285059	5.969578952	5.257347307	4.794233354	4.964798008	4.73228814	4.506770289	4.715393182
1381212_at	4.248388388	4.577245382	4.063664399	3.75033876	3.810740458	3.682561648	4.009009222	4.004676732	4.279966775
1381213_at	5.988863821	5.447334857	5.454972841	5.210510581	5.249426362	5.137377371	5.089902039	5.306133648	5.06921153
1381214_at	3.169072756	2.980115952	2.861226159	3.176496366	3.092879514	2.84044912	3.068627985	3.006200936	2.892706577
1381215_at	5.084669184	5.352901938	5.229687102	7.189763245	7.153036067	7.198188752	5.13002913	5.169686664	5.197385827
1381216_at	4.811288236	4.925563124	4.732540257	4.082114809	4.475673109	4.013643519	7.171887842	7.027915478	7.108657147
1381217_at	5.76852613	5.667271381	5.84835971	5.415826002	5.164662666	5.370928819	5.810741893	5.918154115	5.826498205
1381218_at	4.208666016	3.738143175	4.097038152	6.95061399	6.839859328	6.774180928	6.688585149	6.942858187	6.818596962
1381219_at	4.240932785	4.147569393	4.255485161	3.676695074	3.693294541	3.637849646	6.122618686	5.575679378	6.087013658
1381220_at	7.757481623	7.764463186	7.806062712	7.224069762	7.025905958	7.174560398	7.377234723	7.378775232	7.416627909
1381221_at	4.953512127	5.570141432	5.402212813	3.784595413	3.647803499	3.627721766	6.369433769	6.208520538	6.370382949
1381222_at	3.39283064	3.779032998	3.559346185	4.100426669	4.173502753	4.650450059	3.27118992	3.487810569	3.466669988
1381223_at	3.642527757	3.388334577	3.422848041	3.505876517	3.365867387	3.236157321	3.045446563	3.22406918	3.079873863
1381224_at	5.451816256	5.743075241	5.750196081	5.199772754	5.295937569	5.322179051	6.325687402	6.151127463	6.467674145
1381225_at	3.411959544	3.025077519	2.986645309	3.191578944	3.033596069	3.119531752	3.137574558	3.173954471	2.829784928
1381226_at	4.357290758	4.397773519	4.347847441	4.561253975	4.580560637	4.130330663	4.773714838	4.952744688	4.278922529
1381227_at	3.02218755	2.851769974	2.926019302	3.208749008	3.028103599	3.141050708	2.755142517	2.803906835	2.69322139
1381228_at	6.862397447	7.09782018	7.071322963	5.636252009	5.624050817	5.746583615	8.170625184	8.130246483	8.23740351
1381229_at	4.895820991	5.05747268	5.045183214	5.176529172	5.296753571	5.540381313	5.581610344	5.481730347	5.555309209
1381230_at	3.595899256	4.112260453	4.141534087	3.466615191	3.162302761	3.278616104	3.696600033	3.783122625	3.462009389
1381231_at	5.631596336	5.270449256	5.545747871	6.023412252	6.203170763	6.029215131	5.526351504	5.652395586	5.778344499
1381232_at	3.888637591	4.045582631	4.07993695	3.429090145	3.442679937	3.256350853	3.590365092	3.838048733	3.300705531
1381233_at	3.91121675	3.795111269	3.960082284	5.94881157	6.070727394	6.031865325	3.611517443	4.03513012	3.504364317
1381234_at	4.017750096	3.71414908	3.642673823	4.09563807	4.28408723	4.540655307	5.2866926	5.242729613	5.03871384
1381235_at	6.193393848	5.760002862	5.711996895	5.046785695	4.98931437	4.932421136	4.964192643	5.206807351	4.788074097
1381236_at	3.989474524	3.580727623	3.812781456	2.774529931	2.816765195	3.006748325	3.04083718	3.164088459	3.044124031
1381237_at	6.398490983	6.590069063	6.338136684	7.490196843	7.769248028	7.680955256	7.375262297	7.13627099	7.238877168
1381238_at	3.032750487	3.206894381	3.169148239	2.85244701	2.745394092	2.807706382	2.748830843	2.611057338	2.739412211
1381239_at	4.119606194	4.190925584	4.570383403	3.965552081	3.659552944	3.963188741	4.08192284	4.063730083	3.792940481
1381240_at	3.902068367	4.172608297	4.043140815	3.491599795	3.327793192	3.514481377	3.38625136	3.446629116	3.081936544
1381241_at	3.625877126	3.337905792	3.782511879	3.186523781	3.092879514	3.088301052	3.060811091	2.734902656	2.896686908
1381242_at	5.368654942	5.403209477	5.065523312	5.794823929	5.740186381	5.766427863	4.975989039	5.03324776	5.12073678
1381243_at	6.736784647	6.819442406	6.659125231	9.203541347	9.116224945	9.178046901	5.447073741	5.739394476	5.439591007
1381244_at	5.762443979	5.688013125	5.384905612	6.306042143	6.699803116	6.569887313	7.45983695	7.427528149	7.45390229
1381245_at	3.593192757	3.451652007	3.553091555	3.01033355	2.980989519	2.834543657	3.368309603	3.35809374	3.323486961
1381246_at	3.267153207	2.863836142	2.986245063	4.652975431	4.453794355	4.663489341	3.202004106	2.776609501	2.87793228
1381247_at	4.17848895	4.404893713	4.192883375	3.583393568	3.827716768	3.72011354	5.836806633	5.9793006	5.715175003
1381248_at	5.000666683	5.214902594	4.935655679	7.56047121	7.768222493	7.698486751	6.085057158	5.883147851	6.22656726
1381249_at	4.220672419	3.535590909	4.109515952	4.289696912	4.32479328	4.255906834	4.175578842	3.584157612	3.827038892
1381250_at	5.689556474	5.497243978	5.350957392	4.985132132	4.780631299	4.88590698	4.642008222	4.598945975	4.633555388
1381251_at	3.28586935	3.576823181	3.299592335	3.664203823	3.527489432	3.581460835	3.374330856	3.287757004	3.263753671
1381252_at	6.179736744	6.427323874	5.956724684	4.979233477	5.055394493	5.156848361	5.78990236	5.979782214	6.018983052
1381253_at	5.655053434	5.7121278	5.507684243	7.052765517	7.146128946	7.036418629	6.642954042	6.680915386	6.666122544
1381254_at	3.39283064	3.562264777	3.087001656	2.907818854	2.824156265	3.010676386	2.934564502	3.048713234	2.920625108
1381255_at	2.734398014	2.70601616	2.911776157	2.75013328	2.342534652	2.611005507	2.772755285	2.734724173	2.935698122
1381256_at	4.121241642	4.36642908	4.728797768	4.212973058	3.708121217	3.869793106	3.618800473	3.761482354	3.751068701
1381257_at	3.669462876	3.995260064	4.011075136	3.690369041	3.597133518	3.356628628	3.485155048	3.458720515	3.507888655
1381258_at	2.768850883	2.721583155	2.977333143	2.684320398	2.601760855	2.610553664	2.508649207	2.681839157	2.599865032
1381259_at	7.277047727	7.526804137	7.392514334	6.999848745	7.006319089	7.156407277	8.174313636	8.160010512	8.173971256
1381260_at	5.726373585	5.606756817	6.199349044	6.859798162	7.070309932	6.974174801	6.537340863	6.386831763	6.524699378
1381261_at	5.950981304	5.882407895	5.965360714	4.741097825	4.843322008	4.694689696	5.602486792	5.103671058	5.675964598
1381262_at	5.181012365	4.823271134	5.019655349	5.074997552	5.313370141	5.039241314	6.865393745	6.627987434	6.823616971
1381263_at	3.572868137	3.615244233	3.429108169	3.631158874	3.594131674	3.976888741	3.578372896	3.630382146	3.815166509
1381264_at	4.44092683	4.433964493	4.546372345	5.231761896	5.060172403	5.183665959	4.086899825	4.022347328	4.053937139
1381265_at	5.202607527	5.443198586	5.256590673	5.514842275	5.60904598	5.74607423	5.66142228	5.421603735	5.550175546
1381266_at	3.552779272	3.571269894	3.532997771	4.330400577	4.605707023	4.48482173	4.824779469	4.571723945	4.628105234
1381267_at	5.074894627	4.413658018	4.449543998	5.56118996	5.75045124	5.698636077	4.464029513	4.576975149	4.480838009
1381268_at	3.466874605	3.58193082	3.404213765	2.922807092	2.808996447	2.895026884	3.195503413	2.916740237	2.887315345
1381269_at	7.897692298	7.91225349	8.132963907	4.775232069	5.058010272	4.958198269	4.273269396	4.428957862	4.203828504
1381270_at	4.16804854	4.54576519	4.253629002	4.854107213	4.784248392	4.938551066	4.383622364	4.805951125	4.696122069
1381271_at	3.883605004	4.032294572	4.125841966	3.678542344	3.41387215	3.299336235	3.532768615	3.676482939	3.499013714
1381272_at	3.163117746	2.991678893	3.031764309	2.876801397	3.080879386	2.962304507	2.715841363	2.668956096	2.749209385
1381273_at	4.02488469	3.893141719	3.969540827	3.70950031	3.495644873	3.575834191	3.968744689	4.025654725	3.840891081
1381274_at	3.788540206	3.339985596	3.6165128	6.724190248	6.914014351	6.827210412	3.206424085	3.453812167	3.581829789
1381275_at	4.303598965	4.395625168	4.794118148	4.81821383	4.660610038	4.678583457	6.362158023	6.302122749	5.987846254
1381276_at	4.073514085	3.917329873	3.63375104	2.925747842	3.095397188	2.954968543	2.932856174	3.232132367	3.169562608
1381277_at	5.908236573	6.014487534	5.864420062	5.329645355	5.488539757	5.577861451	6.042326785	6.607254059	6.444920609
1381278_at	5.938419846	5.723442425	5.894816036	5.778565438	5.84812915	5.743447718	5.888659138	6.037500576	5.917335489
1381279_at	5.443438418	5.686949004	5.816719871	5.811122321	5.724476806	5.770521257	6.954469837	6.877434257	7.000913056
1381280_at	4.714455581	4.317981714	4.510593788	5.608502028	5.566550534	5.723608648	5.61204629	5.645906964	5.746172723
1381281_at	4.127956424	4.608341271	4.701224878	4.175897673	3.632951947	3.74163241	3.735931646	3.798297584	3.688187429
1381282_at	5.911474666	5.842797729	5.708354889	4.659430748	4.705660282	5.086714533	5.685711882	5.482943396	5.4428291
1381283_at	5.168867747	5.528364932	4.905709354	5.588109232	6.138197567	5.916725844	6.065513155	6.100678638	6.041378814
1381284_at	3.721406604	3.833772604	3.422796215	7.430129617	7.178321181	7.248067718	3.509137824	3.891300893	3.525048158
1381285_at	2.97415838	2.883362991	3.229896235	3.515239934	3.179887773	3.17497747	2.808511003	2.716306067	2.739989191
