	Liver	Brain	Lung
1382385_at	7.2819278427	7.0645945947	6.9144990507
1382386_at	6.3488898833	7.2324039703	6.171175755
1382387_at	4.3995235487	4.2968057873	7.439716945
1382388_at	6.9362922717	6.2846019827	5.7198215863
1382389_at	6.6160431583	4.310477143	6.91856049
1382390_at	8.0670803227	7.6301179743	8.4362144987
1382391_at	6.7239398953	5.9709583227	5.6431691867
1382392_at	6.032418477	5.4210311637	6.963445593
1382393_at	3.4629018357	4.043160058	3.933573857
1382394_at	4.3728621877	4.0551114947	4.2218669097
1382395_at	3.0075321857	2.8797924513	3.014934874
1382396_at	7.769189965	6.953368476	6.6093102547
1382397_at	3.7441536507	3.5845688233	3.140250773
1382398_at	4.820869492	3.2190236663	2.677981315
1382399_at	6.6574516053	6.425204605	7.02742034
1382400_at	6.449122157	6.5565179253	6.7492210683
1382401_at	4.112672665	3.4637902957	3.653779568
1382402_at	6.2306653707	5.5072351803	5.4323298017
1382403_at	3.9265928627	4.0794235123	4.3959482197
1382404_at	9.5373866143	4.3204179113	8.5164961493
1382405_at	3.8850617557	3.5794506663	3.5510772653
1382406_at	4.844082842	4.5675364553	4.3053664307
1382407_at	3.3575698803	3.0228059967	3.1532238673
1382408_at	3.0317123927	2.8850575787	3.0087207883
1382409_at	4.946107433	4.939777402	4.7117480523
1382410_at	6.2226938143	3.5198294447	3.9116392913
1382411_at	5.1942171593	5.6299078743	5.5597743097
1382412_at	5.5700856573	3.9932351353	5.6533628163
1382413_at	3.8833958273	3.9281357177	3.6991866413
1382414_at	5.8232127517	6.0134177487	5.1577799467
1382415_at	7.8120058643	8.2454947943	8.169773475
1382416_at	6.1354120127	6.5667930617	6.0755513663
1382417_at	6.6260627013	6.0412604597	6.8354784733
1382418_at	3.191607163	2.7363112417	2.884440102
1382419_at	5.7115991557	6.5546174797	5.7277436223
1382420_at	6.9843493313	7.8016867313	8.3476694637
1382421_at	3.989991594	3.8676230177	4.2200961527
1382422_at	3.9588000583	7.745026051	4.5791463287
1382423_at	4.9613124377	7.96931412	6.263677074
1382424_at	6.778807606	6.27914293	6.1525643997
1382425_at	3.6472271447	3.555807868	3.3989692453
1382426_at	7.3523167287	7.9186462747	7.6458315237
1382427_at	7.6253554397	6.2062826537	7.3607898977
1382428_at	6.161169375	7.3105488623	6.7793475477
1382429_at	5.5483035537	7.5113033313	6.4115765673
1382430_at	8.1844771947	7.8545407797	8.5636086633
1382431_at	7.986799652	6.3208994287	9.368871293
1382432_at	3.554296695	2.9933300647	4.6266271283
1382433_at	3.9062704973	6.206961546	3.8807435347
1382434_at	9.6076637097	6.5159691567	5.954294606
1382435_at	6.458700898	6.5836162687	6.401767497
1382436_at	5.6418973893	5.1241456297	5.943282003
1382437_at	4.8768925153	4.061062616	6.5228057543
1382438_at	4.2338626337	8.8699503623	4.4855952
1382439_at	3.4780465367	4.3244336193	9.5015192517
1382440_at	6.0193651773	6.4018391187	6.497473738
1382441_at	5.0252120213	5.8144206257	5.8185313217
1382442_at	4.1225541447	5.3099981337	6.097317637
1382443_at	8.1143179573	5.6587061617	6.6283672763
1382444_at	4.932148376	7.5544571897	7.2614284797
1382445_at	5.250724383	4.843521997	4.599941079
1382446_at	7.2705737363	7.2495763117	7.1690718033
1382447_at	5.4652382043	4.154909665	6.6671625107
1382448_at	4.9014607333	5.2856012457	5.8077871793
1382449_at	3.462659103	3.343344678	4.6261273747
1382450_at	3.9089113223	4.4219742217	3.5745102357
1382451_at	7.2881565743	6.7499677643	6.7213173517
1382452_at	6.51812373	5.2064668807	10.7343502067
1382453_at	4.2056125853	6.6694548487	2.9917706667
1382454_at	6.245952816	2.8281436857	3.8429372223
1382455_at	6.6870894847	8.8945278753	7.826963109
1382456_at	3.0811404723	2.9392388723	3.189809903
1382457_at	6.204501581	6.933920322	5.481870031
1382458_at	4.0561921763	6.0219925983	7.7257356873
1382459_at	3.5653349527	3.3184973917	3.4459583327
1382460_at	3.5899657893	3.0120026267	3.089111725
1382461_at	6.2191787247	6.4270519573	5.658867471
1382462_at	7.4968772173	6.0150208053	5.44986033
1382463_at	7.094511864	6.809201696	9.1362524103
1382464_at	8.3002161277	7.8470006963	7.3136737873
1382465_at	7.1968621747	6.30353162	6.2370552663
1382466_at	6.9091910523	7.0757227977	6.9671502643
1382467_at	4.4728423707	10.9891649433	4.2837052007
1382468_at	7.2979835303	5.7889781733	6.613130321
1382469_at	5.8898199033	7.3925667693	5.4433081077
1382470_at	4.4261140533	3.654453215	3.590327392
1382471_at	6.1689186977	5.6808589867	5.3011287123
1382472_at	4.9141053787	4.7215022333	7.856999361
1382473_at	4.3142515517	3.417205069	3.2742902877
1382474_at	6.334420157	4.4685238733	9.7058060093
1382475_at	5.41597787	4.574099966	4.7282400523
1382476_x_at	5.0452836827	4.2209519737	4.622467142
1382477_at	5.7539232483	5.481554661	5.2021243553
1382478_at	3.8492028617	7.078864906	6.2775154277
1382479_at	5.1862640777	9.0341046533	3.767533843
1382480_at	6.8061009957	6.652792618	6.8668176073
1382481_a_at	5.245925578	4.288366568	7.6038277413
1382482_at	5.7737645627	6.0225342983	9.436951857
1382483_at	3.11271193	2.765304595	2.7342588093
1382484_at	5.1400931183	5.220838317	5.5126181203
1382485_at	3.556588701	6.440246185	3.180318945
1382486_at	5.08140624	6.4992984647	5.174421488
1382487_at	3.88184856	4.715784002	3.74918984
1382488_at	3.0642530423	2.9397958673	3.6508285963
1382489_at	6.637035325	8.2302561513	8.4122297013
1382490_at	6.9557718873	4.9839096967	4.3562582957
1382491_at	5.5206236727	5.413342556	5.675205455
1382492_a_at	8.2465732337	7.1248112897	7.255404058
1382493_at	4.732358705	3.6524583827	6.002416512
1382494_at	5.199776731	3.9848536163	4.0180823827
1382495_x_at	4.9289269103	4.116296323	3.84730935
1382496_at	8.7544266683	3.849047348	3.9367232117
1382497_at	6.5162651313	6.522175416	6.9473442813
1382498_x_at	7.3406990507	7.9578956363	6.356059515
1382499_at	3.595755352	4.895733234	3.7845557913
1382500_at	7.2909387367	5.786397116	6.7919937133
1382501_at	3.372993458	3.4056397603	3.0751837013
1382502_at	4.7121384293	4.7296945153	4.4138996287
1382503_at	4.039641305	3.7871090413	3.8729104687
1382504_at	6.3146533027	6.7870756953	6.323107557
1382505_at	2.7131022807	2.5302385533	2.582840528
1382506_at	3.6316874347	3.2569995247	3.4484044453
1382507_at	3.5258725413	3.0461182523	4.2274922717
1382508_at	6.79927395	6.691698237	6.0532802243
1382509_at	8.5139200327	8.5210655867	9.2095660977
1382510_at	4.1839394407	8.9790589673	5.0144404613
1382511_at	5.0590517797	5.2125507633	5.790462808
1382512_at	7.0202563627	9.175725846	8.844167621
1382513_at	5.2835686163	5.432545431	6.0951353313
1382514_at	3.716059359	3.120961505	3.2239600087
1382515_at	6.8112491157	7.4502705387	7.138091685
1382516_at	6.7378156613	5.369927984	7.1701483577
1382517_at	2.9977118523	9.6527183187	2.695991463
1382518_at	5.6118569113	4.045717678	4.552179409
1382519_at	4.1188625233	5.718904946	4.5704686943
1382520_at	3.6874144993	4.2987288223	3.8729889817
1382521_at	5.8138982287	8.220091398	9.4511896787
1382522_at	7.1185275507	7.5070854603	8.1792645667
1382523_at	5.9262675607	6.1128234347	6.1042447847
1382524_at	6.0297989013	6.5334807903	6.706964533
1382525_at	2.7337031957	4.4147464233	2.8579736053
1382526_at	8.2217369983	7.0249459663	7.3376122747
1382527_at	4.1313753737	8.6323399087	4.098547535
1382528_at	6.650968844	6.4705232947	6.1429385527
1382529_at	5.873310789	5.7238677433	5.231068173
1382530_at	4.222009784	3.4839597793	3.4180304933
1382531_at	3.6702423793	3.5639231517	5.419235308
1382532_at	3.763360791	3.4578798183	3.5064669753
1382533_at	6.9720899247	7.6456176647	7.7573050143
1382534_at	7.368822064	3.8255327727	5.8923088727
1382535_at	5.5416196583	7.073180197	7.8361645313
1382536_at	7.215066503	8.492324798	8.5825273687
1382537_at	7.6799939007	7.776037858	8.152277918
1382538_at	6.491182476	6.500801563	6.404282146
1382539_at	3.8154121263	3.9128245487	3.4426377057
1382540_at	7.1852776743	6.614001721	7.9711681713
1382541_at	4.9873777727	5.659155833	4.2499054203
1382542_at	3.5311374273	5.3316330333	4.167938648
1382543_at	7.150893149	4.957736397	5.5184870623
1382544_at	8.474718597	4.8539077517	4.786134539
1382545_at	4.0132891743	3.4146758223	3.334792028
1382546_at	8.3772293107	4.630786742	7.2952908787
1382547_at	5.4974844397	4.5759379903	4.8424500027
1382548_at	4.006146875	3.168142	3.5706619423
1382549_at	3.6943424267	3.204383778	3.431410888
1382550_at	6.6300692363	6.4716579723	6.3752811357
1382551_at	8.270417401	7.5251327513	9.0401791057
1382552_at	4.0812139403	5.271915302	5.0691753473
1382553_at	3.2021583453	2.9765320547	2.987795929
1382554_at	11.7674538667	3.939749318	3.8736152803
1382555_at	5.457644616	7.7079378063	5.6786232677
1382556_a_at	6.0740543247	8.120356013	7.8884325643
1382557_at	4.375985842	5.5214321997	4.2826744577
1382558_at	6.2901069127	4.1069654087	5.3708114557
1382559_at	3.594183684	3.1709716213	3.4186180913
1382560_at	3.4214336263	2.829969771	2.8317617753
1382561_at	6.366735578	7.2637378117	5.9997357357
1382562_at	4.1797677987	3.533371483	4.459013892
1382563_at	4.0349224757	5.076739751	4.923290018
1382564_at	3.383384684	2.761200446	2.7698557043
1382565_at	6.3567567667	7.0360094873	7.166098536
1382566_at	5.2477254093	4.3114506427	6.2521814077
1382567_at	3.9884627747	7.510000722	4.9150123027
1382568_at	7.0911928387	5.9921630117	7.4287523107
1382569_at	9.294605496	4.9352416367	4.1453266083
1382570_at	3.6848135093	3.7065285933	3.2487786717
1382571_at	5.620151868	5.4147154017	7.2180254367
1382572_at	6.0557277613	5.7814623687	6.269030421
1382573_at	4.814982424	4.5710372643	4.9560062247
1382574_at	4.8374089593	4.5840383823	4.5555432197
1382575_at	5.751206698	6.6455039633	5.8349361817
1382576_at	5.4881267453	5.6570449373	6.213525131
1382577_at	3.6498480173	3.7720678427	3.7260663093
1382578_at	6.091177292	6.1743743987	6.1878392463
1382579_at	5.9488584763	6.8881724077	8.3317999377
1382580_at	3.292482878	3.18736337	4.735930245
1382581_at	4.202580774	3.2325680693	5.1580118203
1382582_at	5.0750926783	5.00135964	4.2026350793
1382583_at	3.1211877403	2.7968068997	2.815786825
1382584_at	7.7429484123	7.8196721043	8.1662595657
1382585_at	5.3651275417	5.275929	5.7497914563
1382586_at	3.417621694	3.394703988	3.290520542
1382587_at	5.5331190743	5.845366664	7.1039898797
1382588_at	5.553734846	4.747504041	4.9247893957
1382589_at	4.188620657	5.235651736	3.69541772
1382590_at	5.1177212007	4.992365991	7.984550079
1382591_at	3.3703567753	3.068811298	6.0294951987
1382592_at	4.154320125	3.9174977543	4.9008010503
1382593_at	5.1541268787	8.9945284413	6.7434685577
1382594_at	5.571968138	3.331235001	4.617462489
1382595_at	3.4503406153	3.8244675823	3.5428488283
1382596_a_at	8.0180162883	7.0989019393	7.8764431847
1382597_at	5.6922477087	5.4232519747	5.774522987
1382598_at	8.795026324	8.6520183413	8.0279596533
1382599_at	9.652177826	3.9644295373	7.0170678763
1382600_at	4.034565475	3.296197143	3.7029514853
1382601_at	7.7227613993	3.400316202	7.6918475307
1382602_at	8.2324426027	7.9554081053	7.3707061663
1382603_at	6.6212173533	4.9363748917	7.0093244387
1382604_at	7.999045351	6.1601851483	6.1993764823
1382605_at	4.164358165	3.776068318	3.8496571927
1382606_at	4.556811208	3.799067799	3.852782885
1382607_at	3.5748643647	3.010835928	3.0016411373
1382608_at	4.752994402	7.5063967313	4.0797969043
1382609_at	4.0595357603	3.9339143013	3.6812840033
1382610_at	5.687503707	5.546144581	5.1706147823
1382611_at	7.4965998197	4.797231553	5.434892558
1382612_at	3.0986591413	2.8040371033	3.0071445743
1382613_at	3.85172465	5.6477487663	4.266966383
1382614_at	5.384498719	5.3277085187	7.1582671783
1382615_at	8.8837332273	6.3770737697	7.4539023577
1382616_at	3.4612233623	6.098435182	6.791627858
1382617_at	3.852369203	4.6067995837	4.6869416343
1382618_at	3.9331547303	3.366212984	3.7248576187
1382619_at	3.016053021	4.7499577907	2.9712343857
1382620_at	6.0491617447	6.193195223	6.6135249343
1382621_at	3.8610107537	8.287604888	4.1719618547
1382622_at	4.4688908273	3.6106892543	6.179925565
1382623_at	4.3968288177	6.3466347577	4.6431180957
1382624_at	5.6110321587	4.6167229847	6.810768197
1382625_at	5.4151664333	5.5972174647	5.6798453293
1382626_at	3.7692297207	7.6795624317	3.1707547497
1382627_at	4.832140875	5.6505661753	5.4920757023
1382628_at	7.0202328007	5.9825925257	7.614731152
1382629_at	4.846811088	8.545117962	8.2377371123
1382630_at	6.471188098	7.4482232687	6.739367215
1382631_at	4.2975578357	4.3281079313	3.6158974167
1382632_at	3.4482055423	5.5099046017	3.8955680333
1382633_at	6.866284206	7.1649940137	7.6850984393
1382634_at	5.178747497	4.520249573	5.391916223
1382635_at	6.1528279787	5.3246035903	5.8242708927
1382636_at	4.4282811997	4.3399330887	4.5369820727
1382637_at	3.7249179643	3.3030753767	3.5552638417
1382638_at	3.9959620367	4.3041514693	5.460392295
1382639_at	4.4370348693	4.7239951877	4.79875138
1382640_at	3.9235519377	3.14198628	3.229987551
1382641_at	5.4912302937	4.8605261903	4.2856937917
1382642_at	8.5925624377	8.2003066233	8.2866172423
1382643_at	7.3806729577	9.1139291653	7.7771137973
1382644_at	5.2888955533	4.137989679	3.578351935
1382645_at	4.26294772	3.7789141807	3.8436128247
1382646_at	7.4683820297	7.428531219	7.6260802517
1382647_at	3.9209219267	4.7565439997	5.7611276787
1382648_at	4.1087012713	3.4387992183	3.7118889953
1382649_at	7.1753533087	6.5878959857	6.824934037
1382650_at	4.1722340417	3.0234943447	3.3151011753
1382651_at	3.2083565863	9.6979517597	3.4561513657
1382652_at	3.520424529	2.9101385663	3.993344336
1382653_at	7.1305462783	7.920754727	7.3548684567
1382654_at	4.5421872907	4.685085379	4.2593218993
1382655_at	8.1449324463	8.3242784453	6.3683497147
1382656_at	4.758007924	3.843630155	4.473159913
1382657_at	5.8443501123	3.57537817	5.4558629827
1382658_at	6.7725163607	7.361575523	7.225349397
1382659_at	5.5498109033	2.783975454	4.4261724447
1382660_at	7.7203349543	5.9460930223	7.4542618227
1382661_at	6.2507457473	5.847880539	6.4766766893
1382662_at	4.1975324787	4.7391869197	3.727482381
1382663_at	4.3135729583	3.717832976	5.0541255143
1382664_at	5.3756819513	5.637517665	5.339904541
1382665_at	3.776962629	3.0696926387	3.434101067
1382666_at	4.5961549137	3.8761171853	4.005271291
1382667_at	4.551098836	4.3324138563	4.5515620013
1382668_at	5.6421711787	5.481019223	5.5129880243
1382669_at	3.7812702767	3.2654466427	3.015209563
1382670_at	7.9857631867	7.1358702937	7.0778745177
1382671_at	4.8927969937	4.8045288767	3.835752368
1382672_a_at	4.650059887	4.0066911793	4.8308955067
1382673_at	7.4776689597	7.2668566993	6.9064642033
1382674_a_at	5.5142076573	5.824670028	5.878630491
1382675_at	6.3238680303	5.8709441197	5.4455560793
1382676_at	4.457544519	4.8930027833	4.2473729383
1382677_at	3.0999391527	2.718365136	2.6773066703
1382678_at	10.95163178	3.4224959573	3.1007064557
1382679_at	6.5367830187	5.60157093	6.263213578
1382680_at	6.9448810333	6.4118788377	9.5447484203
1382681_at	3.8048633483	4.6496383883	4.3062494077
1382682_at	7.471318358	5.7694791993	7.925919195
1382683_a_at	3.8541928163	3.2831778173	3.4682256467
1382684_at	5.6998923663	6.4510635493	5.3975922393
1382685_at	5.6174303307	6.8727342003	8.076349057
1382686_at	4.5922348487	5.1376943613	5.319771886
1382687_at	4.0151690317	3.0102415483	2.954109023
1382688_at	6.536634289	5.32321697	6.385475131
1382689_at	9.3965341463	9.5562516347	8.6769534363
1382690_at	5.5760939453	5.0984702273	4.7095778267
1382691_at	7.019301411	7.550404775	7.9387438427
1382692_at	5.840887534	4.0675542663	10.80855964
1382693_a_at	4.859973801	4.229798586	4.5824891177
1382694_at	4.1089953837	3.78477162	3.9122195533
1382695_at	4.33369318	3.8205001777	4.13001855
1382696_at	3.7644631443	4.7014909133	3.1454021237
1382697_at	2.88241706	2.7027037513	2.627201633
1382698_at	3.8621829807	3.156415402	3.1524240923
1382699_s_at	7.463658744	6.2359561843	8.0441451617
1382700_at	3.541036192	3.4395405327	5.287844881
1382701_at	3.8378349993	3.2789004327	3.608408513
1382702_at	4.2612703727	3.1045090547	3.167508785
1382703_at	3.0314404357	3.0003617823	2.880155742
1382704_at	3.7369973217	4.1671348423	3.308657163
1382705_at	6.536044376	7.3574799213	6.942553566
1382706_at	4.3982172933	8.2230897423	3.953027354
1382707_at	4.2163370443	5.405073197	7.186798262
1382708_at	3.4213951917	2.9987871353	3.143782562
1382709_at	5.6532502267	4.9562134433	5.950950013
1382710_at	3.1430722583	4.5448655487	2.975428526
1382711_at	5.7748979437	5.6523025877	6.4203582123
1382712_at	4.2123197847	3.5322856953	5.0112553423
1382713_at	3.451479751	3.002522417	3.160338644
1382714_at	4.337051963	4.397726651	4.3510099643
1382715_at	5.583435842	4.911830084	6.795551997
1382716_at	3.760604036	3.031058221	3.0455970523
1382717_at	5.4308836937	6.9639610973	5.6989621147
1382718_at	4.8258334	3.645832364	4.0461050223
1382719_at	2.950102078	2.6686591797	2.7345536673
1382720_at	6.191411624	6.331353011	6.3226825653
1382721_at	9.4058139407	9.5638594377	9.505749813
1382722_at	6.6486043447	6.044109436	6.2737542617
1382723_at	6.4082271573	6.3098280257	6.227249865
1382724_at	6.5277511317	5.096249399	5.7548291547
1382725_at	7.2430129483	7.1224019923	6.8316484273
1382726_at	4.5610877283	4.640360722	6.883989036
1382727_at	6.7299417407	4.7409062553	6.6929880223
1382728_at	3.7938918677	3.7703927323	5.6831147293
1382729_at	6.0815070467	8.2768547373	5.6040219637
1382730_at	6.2738126823	3.9528583033	7.2894054053
1382731_at	4.2645029993	4.2502829807	4.2557730807
1382732_at	8.9540476473	3.781561308	9.9626300547
1382733_at	4.8401550347	4.488821212	4.437181825
1382734_at	4.5217631463	5.1158219623	5.6371080013
1382735_at	7.7129628033	7.473686708	6.69988278
1382736_at	6.8695321997	7.2006718877	8.3054860837
1382737_at	3.5830112163	5.0857933987	4.5329886593
1382738_at	5.234361568	5.2278493373	5.383454673
1382739_at	6.3017533807	7.6888243707	4.9525665143
1382740_at	3.0053069733	3.2262675417	3.0344697627
1382741_at	8.283873869	9.2873776617	8.934125599
1382742_at	7.8685439467	5.1478873627	5.424422563
1382743_at	6.794908199	6.1630753333	6.955049068
1382744_at	7.4407983907	6.1994168877	7.0399355147
1382745_at	6.262233699	6.244042603	6.9471849203
1382746_s_at	5.1534102843	5.3186732513	7.224826506
1382747_at	6.0074233093	5.8894310297	5.9898950193
1382748_at	9.771147693	7.9743402863	7.8960503317
1382749_at	8.6849163997	9.9655535953	10.2390147
1382750_at	5.6622570503	5.3564397447	7.0257162157
1382751_at	4.0992593867	4.1313851847	4.516387231
1382752_at	4.4121619183	5.872783008	4.864303887
1382753_at	2.9960173933	2.812919674	2.82711445
1382754_at	8.0578334093	6.8384857817	6.4539858547
1382755_at	8.0202404037	9.2571532743	8.857596603
1382756_at	7.2572171113	7.9610662507	6.4735258503
1382757_at	6.4866526873	6.2317978313	5.7662945083
1382758_at	5.6171840607	4.247559992	5.353009263
1382759_at	2.8150927317	2.7390276017	3.2916217223
1382760_at	3.8801348167	3.059284181	2.987290831
1382761_at	4.6375700127	4.3765624657	5.1822675117
1382762_at	3.8493671583	3.528580178	3.5632528767
1382763_at	7.5974271523	6.4125507367	6.5001960127
1382764_at	6.59710486	6.13383666	5.474932021
1382765_at	6.8424732553	5.6910059923	6.165336287
1382766_at	4.7817408407	4.5141364853	4.3833358867
1382767_at	4.367400087	3.4120526153	3.3276695087
1382768_at	4.5741006117	4.7063195793	4.6491407363
1382769_at	7.8989992263	7.289991183	9.3074084037
1382770_at	6.7658290747	5.5806707923	5.1833719757
1382771_at	6.447905689	5.1720115533	5.8168280627
1382772_at	3.4317492617	3.003827995	3.142591996
1382773_at	3.6073960577	3.304611128	3.3965382007
1382774_at	4.4989488893	3.634968852	4.25449949
1382775_at	4.185931345	7.3225111097	4.365151107
1382776_at	4.4918176977	3.6106122723	8.0897747413
1382777_at	6.2549927483	5.1451120133	5.8385322103
1382778_at	8.619110512	8.1595128477	9.372323569
1382779_at	7.5309491823	8.748587436	8.033255818
1382780_at	7.791139172	3.2067272043	2.839347048
1382781_at	7.6223289413	7.7460448487	6.9917993887
1382782_at	6.089883681	5.8674287617	4.8818498413
1382783_at	4.4970236093	4.6690835467	5.9255838017
1382784_at	6.193687443	6.1515480797	5.5303097067
1382785_at	4.1976638677	6.687627328	3.418523819
1382786_at	4.2667976577	3.8163166107	3.7283881803
1382787_at	4.2635616107	7.385254552	3.2217788433
1382788_at	3.512298402	3.0984892493	3.824002245
1382789_at	6.7781112687	7.1290296063	5.5147455187
1382790_at	4.1539380377	4.6760625587	4.5550532363
1382791_at	2.765210817	2.8077737547	4.322422898
1382792_at	4.1316224507	3.725946642	5.3821394683
1382793_at	4.95502814	4.1185742963	3.997629915
1382794_at	4.325693108	4.8189608473	5.5763490613
1382795_at	6.0668714977	6.8346909527	6.117353099
1382796_at	4.37365754	3.4558201593	3.457634275
1382797_at	7.258576703	6.4972634223	6.606475574
1382798_at	5.0477152333	4.6149075077	5.1933335703
1382799_at	4.291306273	3.9857378277	4.208769806
1382800_at	4.39463111	3.476173032	3.5811274703
1382801_at	3.357595672	3.0837520487	2.9274135247
1382802_x_at	8.3554329243	6.288394438	6.8511073433
1382803_at	5.1282447787	4.2071198787	5.1132761177
1382804_at	3.746745571	2.976516294	3.0395313283
1382805_at	4.7183859153	4.6370510583	5.1102781597
1382806_at	2.5683843853	2.425291987	2.4051079133
1382807_at	8.3666767997	8.2366213983	7.691491093
1382808_at	2.482163198	2.4331949593	2.3824456737
1382809_at	4.6188760733	5.5342933767	6.6587866153
1382810_at	3.745331446	4.0968425133	3.867941234
1382811_at	5.9539843103	5.282513828	5.4900551773
1382812_at	4.9289419823	5.9591241377	5.12690045
1382813_at	7.6438782597	7.1534430923	6.9980285457
1382814_at	3.9718117657	7.9084122067	3.5478537167
1382815_at	3.928878129	3.014600142	2.644214096
1382816_at	3.377167229	3.6771905187	3.363230005
1382817_at	4.8166880363	4.661351334	4.9206304547
1382818_at	8.983356087	9.8406033453	8.5780068983
1382819_at	3.8486476597	3.207886289	3.171959165
1382820_at	6.1410452753	7.9186211933	7.0506276283
1382821_at	4.4475963193	7.6466791707	3.8582350653
1382822_at	4.249956745	4.50343216	4.1988243867
1382823_at	4.4838363973	4.4866970747	3.8329110477
1382824_at	4.9251836203	8.400269167	4.38200672
1382825_at	3.6958225557	4.27217975	3.3610919657
1382826_at	5.87399143	6.7082964547	5.334090814
1382827_at	3.2980329887	3.6114843743	4.1649819493
1382828_at	4.8998413423	5.3019821257	4.102701318
1382829_at	6.9202586177	6.0640927833	6.2878408343
1382830_at	3.9231783623	5.2642545307	3.7180721933
1382831_at	4.057111807	5.3509571137	6.0198843803
1382832_at	5.4347810793	5.5274570783	5.5846630093
1382833_at	4.6965550317	4.3117971217	11.3740457967
1382834_at	3.2249871933	2.7765766777	2.7831021443
1382835_at	4.6199415217	8.235877805	6.0036977667
1382836_at	3.0287194947	2.9699776223	2.9872816023
1382837_at	4.5286514407	4.0476789493	4.2012045613
1382838_at	5.2443839007	4.9976305163	5.2503060243
1382839_at	5.6288490247	6.4073906013	6.718273233
1382840_at	2.7593928977	2.6650584863	2.559559087
1382841_at	7.0837022413	5.7617855397	5.9545596397
1382842_at	5.5606807147	6.838402629	6.336612499
1382843_at	7.3445548147	5.7997106123	6.478589933
1382844_at	4.818065895	4.3728717993	4.478783667
1382845_at	3.5487384763	3.828479917	2.9195285877
1382846_at	6.398350771	7.0147617963	7.2075687913
1382847_at	6.3515204883	6.999667769	6.795406019
1382848_at	7.4871599367	3.32060176	8.150951309
1382849_at	3.0674305213	2.9282512393	4.8882253517
1382850_at	4.684469855	8.5975697817	4.3958832613
1382851_at	6.1535665487	5.204550679	4.572699218
1382852_at	3.6426446603	3.2260068423	3.3686027663
1382853_at	5.8396019777	7.7523011323	5.884205747
1382854_at	5.2544405977	5.2973680143	5.928331548
1382855_at	3.7118801097	4.3224056813	3.1969237033
1382856_at	7.5747695207	6.349805805	7.2644005667
1382857_at	8.213251742	7.965274375	7.478888014
1382858_at	7.0978841253	6.275000802	6.6144626293
1382859_at	4.4784166927	4.0133123297	4.7537142047
1382860_at	3.053094261	3.037779805	3.4651017003
1382861_at	9.2547707853	9.3941732847	9.635300196
1382862_at	7.0181274697	7.6370347163	7.325695246
1382863_at	3.287988622	3.045159525	3.284358719
1382864_at	8.160102623	5.428335204	6.5696390953
1382865_at	5.6295797067	6.629085818	6.509075061
1382866_at	7.060921558	7.2381762777	6.594719025
1382867_at	3.575840487	4.8936353077	3.5875176503
1382868_at	5.95553866	6.7258135733	8.5621347437
1382869_at	5.4730556003	4.5116689597	4.5316885393
1382870_at	3.914362961	3.2366293103	3.15056333
1382871_at	4.7332001147	4.514528296	4.5725734133
1382872_at	4.367715111	4.8789003853	5.8916436093
1382873_at	4.7549987757	5.4844097827	7.301949469
1382874_at	5.1189971423	5.3380416587	6.39208375
1382875_at	7.1723464573	6.913859084	6.9663066933
1382876_at	3.379699263	2.8753904577	2.883049702
1382877_at	6.215793698	6.3947353353	5.7684277173
1382878_at	3.4198529287	3.0214498	3.1514631213
1382879_at	5.5488571213	5.3431761267	5.2674645897
1382880_at	5.536410715	5.559250367	5.3754177863
1382881_at	4.7965193677	4.1004317543	4.259111348
1382882_x_at	4.4425352837	12.3606700533	5.915688578
1382883_at	3.801413523	3.202582732	4.79463071
1382884_at	5.6192761663	6.314652049	6.6711715713
1382885_at	5.806268997	5.1494483373	4.8939901477
1382886_at	6.2569491127	5.862280504	5.121522259
1382887_at	4.016802399	3.1580671667	3.0253831727
1382888_at	3.587333614	3.8982691897	3.565977991
1382889_s_at	3.817376625	3.1377658443	3.0371372487
1382890_at	2.9548270007	6.8139109847	3.0692143187
1382891_at	3.6489704567	6.3083158333	4.1777813877
1382892_a_at	6.7810262917	6.114519992	6.0818631713
1382893_at	4.186084048	3.74405031	3.7095624523
1382894_at	5.3311811097	5.057192279	5.8775618007
1382895_at	4.392688672	3.8192961683	3.9623892657
1382896_at	3.239357372	2.6912942187	2.8223118743
1382897_at	3.722020984	6.7987478087	4.8916263943
1382898_at	3.681535664	8.1147776403	4.0435530513
1382899_at	6.622078831	7.279086805	6.7947767937
1382900_at	3.7863172877	3.934207795	3.3926881477
1382901_at	4.351121565	4.0120128887	4.445318721
1382902_at	4.899973728	4.066979209	6.481276812
1382903_at	6.818064653	6.513195736	7.4563728617
1382904_at	6.7697001247	6.292651261	6.9410483673
1382905_at	5.7851624427	5.947559801	8.1832448163
1382906_at	3.3143094773	2.6949324517	2.783755019
1382907_at	7.513192247	4.8467599483	7.682223756
1382908_at	4.5010300147	5.386998923	4.384715629
1382909_at	6.3837271547	5.531277745	5.477262496
1382910_at	3.6409796787	3.0481489183	3.1914433723
1382911_at	5.095992589	5.61072339	5.3837361573
1382912_at	3.6892444423	3.3312190577	3.8212063063
1382913_at	5.8616796427	8.7100647093	5.922357787
1382914_at	4.8407527913	8.0615327853	7.965306053
1382915_at	4.2820136833	4.69146435	4.5170954907
1382916_at	3.762331242	3.2402394103	3.1454949953
1382917_at	4.9018986503	5.562293766	6.0670199457
1382918_at	3.8070013393	5.9279466037	3.1236035793
1382919_at	8.3771284067	4.9150720393	4.4430563703
1382920_at	5.5440716073	5.6720494457	4.9864759213
